Object,Filter,MJD,Flux,Error,Tel,Obs
NGC_1365,g,59928.528588, 6.648, 0.015,1m011,coj
NGC_1365,g,59929.540407, 6.731, 0.015,1m011,coj
NGC_1365,g,59929.541069, 6.665, 0.015,1m011,coj
NGC_1365,g,59930.603103, 6.805, 0.016,1m011,coj
NGC_1365,g,59930.603769, 7.626, 0.017,1m011,coj
NGC_1365,g,59931.100505, 6.674, 0.014,1m009,lsc
NGC_1365,g,59931.101166, 8.274, 0.017,1m009,lsc
NGC_1365,g,59931.910212, 6.521, 0.021,1m014,tfn
NGC_1365,g,59931.910861, 6.701, 0.020,1m014,tfn
NGC_1365,g,59933.093743, 6.692, 0.014,1m009,lsc
NGC_1365,g,59933.094392, 7.555, 0.016,1m009,lsc
NGC_1365,g,59933.909254, 6.559, 0.019,1m014,tfn
NGC_1365,g,59933.909903, 6.589, 0.019,1m014,tfn
NGC_1365,g,59934.962659, 6.687, 0.026,1m010,cpt
NGC_1365,g,59934.963297, 6.696, 0.026,1m010,cpt
NGC_1365,g,59936.112097, 6.581, 0.013,1m005,lsc
NGC_1365,g,59936.112746, 6.595, 0.013,1m005,lsc
NGC_1365,g,59937.885412, 6.602, 0.069,1m012,cpt
NGC_1365,g,59937.886061, 6.537, 0.071,1m012,cpt
NGC_1365,g,59938.147938, 6.636, 0.015,1m004,lsc
NGC_1365,g,59938.148587, 6.645, 0.015,1m004,lsc
NGC_1365,g,59939.936076, 6.626, 0.026,1m010,cpt
NGC_1365,g,59939.936725, 6.663, 0.026,1m010,cpt
NGC_1365,g,59940.881552, 6.605, 0.026,1m012,cpt
NGC_1365,g,59940.882201, 6.581, 0.026,1m012,cpt
NGC_1365,g,59941.964377, 6.736, 0.028,1m012,cpt
NGC_1365,g,59941.965027, 6.584, 0.027,1m012,cpt
NGC_1365,g,59942.889087, 6.694, 0.030,1m012,cpt
NGC_1365,g,59942.889736, 6.636, 0.030,1m012,cpt
NGC_1365,g,59944.135423, 6.676, 0.016,1m009,lsc
NGC_1365,g,59944.136072, 6.521, 0.015,1m009,lsc
NGC_1365,g,59944.472658, 6.523, 0.016,1m003,coj
NGC_1365,g,59944.473319, 6.481, 0.016,1m003,coj
NGC_1365,g,59945.493172, 6.435, 0.017,1m003,coj
NGC_1365,g,59945.493834, 6.375, 0.017,1m003,coj
NGC_1365,g,59946.899406, 6.603, 0.033,1m012,cpt
NGC_1365,g,59946.900056, 6.706, 0.033,1m012,cpt
NGC_1365,g,59947.483704, 6.547, 0.018,1m011,coj
NGC_1365,g,59947.484365, 6.429, 0.017,1m011,coj
NGC_1365,g,59948.512265, 6.561, 0.017,1m003,coj
NGC_1365,g,59948.512927, 6.479, 0.017,1m003,coj
NGC_1365,g,59950.092620, 6.687, 0.020,1m004,lsc
NGC_1365,g,59950.093269, 6.647, 0.020,1m004,lsc
NGC_1365,g,59951.101735, 6.621, 0.060,1m005,lsc
NGC_1365,g,59951.102396, 6.584, 0.041,1m005,lsc
NGC_1365,g,59952.148021, 6.649, 0.018,1m005,lsc
NGC_1365,g,59952.148670, 6.645, 0.018,1m005,lsc
NGC_1365,g,59952.566624, 6.598, 0.121,1m003,coj
NGC_1365,g,59953.595426, 6.926, 0.113,1m003,coj
NGC_1365,g,59954.859774, 6.869, 0.028,1m010,cpt
NGC_1365,g,59954.860423, 6.906, 0.028,1m010,cpt
NGC_1365,g,59956.155018,10.112, 0.023,1m009,lsc
NGC_1365,g,59956.155655,10.193, 0.023,1m009,lsc
NGC_1365,g,59956.912639, 6.886, 0.018,1m010,cpt
NGC_1365,g,59956.913288, 6.893, 0.018,1m010,cpt
NGC_1365,g,59958.062511, 6.992, 0.014,1m009,lsc
NGC_1365,g,59958.063148, 6.907, 0.014,1m009,lsc
NGC_1365,g,59959.190708, 6.964, 0.015,1m009,lsc
NGC_1365,g,59959.191369, 6.995, 0.015,1m009,lsc
NGC_1365,g,59960.183248, 6.894, 0.015,1m005,lsc
NGC_1365,g,59960.183897, 6.900, 0.015,1m005,lsc
NGC_1365,g,59961.197497, 6.906, 0.015,1m009,lsc
NGC_1365,g,59961.198135, 6.905, 0.015,1m009,lsc
NGC_1365,g,59962.169412, 6.972, 0.016,1m004,lsc
NGC_1365,g,59962.170050, 6.968, 0.016,1m004,lsc
NGC_1365,g,59964.870103, 6.887, 0.015,1m012,cpt
NGC_1365,g,59964.870752, 6.831, 0.015,1m012,cpt
NGC_1365,g,59965.809252, 6.784, 0.015,1m013,cpt
NGC_1365,g,59965.809904, 6.775, 0.015,1m013,cpt
NGC_1365,g,59967.062647, 6.807, 0.016,1m004,lsc
NGC_1365,g,59967.063297, 6.797, 0.016,1m004,lsc
NGC_1365,g,59967.576480, 6.778, 0.016,1m003,coj
NGC_1365,g,59967.577130, 6.662, 0.016,1m003,coj
NGC_1365,g,59968.822471, 6.803, 0.015,1m010,cpt
NGC_1365,g,59968.823109, 6.824, 0.015,1m010,cpt
NGC_1365,g,59970.106319, 6.842, 0.016,1m004,lsc
NGC_1365,g,59970.106968, 6.886, 0.016,1m004,lsc
NGC_1365,g,59970.445644, 6.818, 0.016,1m011,coj
NGC_1365,g,59970.446296, 6.851, 0.016,1m011,coj
NGC_1365,g,59971.853121, 6.784, 0.016,1m013,cpt
NGC_1365,g,59971.853770, 6.775, 0.015,1m013,cpt
NGC_1365,g,59973.135391, 6.807, 0.017,1m004,lsc
NGC_1365,g,59973.136029, 6.748, 0.017,1m004,lsc
NGC_1365,g,59974.110744, 6.723, 0.015,1m005,lsc
NGC_1365,g,59974.111393, 6.788, 0.016,1m005,lsc
NGC_1365,g,59975.073987,10.020, 0.024,1m009,lsc
NGC_1365,g,59975.074648,11.527, 0.028,1m009,lsc
NGC_1365,g,59976.058585, 9.298, 0.023,1m009,lsc
NGC_1365,g,59976.059234, 6.787, 0.017,1m009,lsc
NGC_1365,g,59977.477244, 6.766, 0.018,1m011,coj
NGC_1365,g,59977.477893, 6.724, 0.018,1m011,coj
NGC_1365,g,59978.153423, 6.759, 0.022,1m004,lsc
NGC_1365,g,59978.154063, 6.748, 0.022,1m004,lsc
NGC_1365,g,59979.513436, 6.795, 0.020,1m003,coj
NGC_1365,g,59979.514098, 6.719, 0.020,1m003,coj
NGC_1365,g,59980.486214, 6.676, 0.020,1m003,coj
NGC_1365,g,59980.486887, 6.762, 0.020,1m003,coj
NGC_1365,g,59981.534648, 6.833, 0.023,1m003,coj
NGC_1365,g,59981.535297, 7.017, 0.024,1m003,coj
NGC_1365,g,59983.092761, 6.770, 0.020,1m004,lsc
NGC_1365,g,59983.093410, 6.912, 0.020,1m004,lsc
NGC_1365,g,59984.135666, 6.918, 0.020,1m009,lsc
NGC_1365,g,59984.136316, 7.016, 0.020,1m009,lsc
NGC_1365,g,59985.118196, 6.804, 0.017,1m005,lsc
NGC_1365,g,59985.118845, 6.779, 0.017,1m005,lsc
NGC_1365,g,59985.850773, 6.720, 0.016,1m013,cpt
NGC_1365,g,59985.851434, 6.729, 0.016,1m013,cpt
NGC_1365,g,59987.088251, 6.901, 0.016,1m009,lsc
NGC_1365,g,59987.088924, 6.832, 0.016,1m009,lsc
NGC_1365,g,59987.793311, 6.843, 0.016,1m010,cpt
NGC_1365,g,59987.793950, 6.822, 0.016,1m010,cpt
NGC_1365,g,59989.514088, 6.781, 0.017,1m003,coj
NGC_1365,g,59989.514761, 6.751, 0.017,1m003,coj
NGC_1365,g,59990.109241, 6.851, 0.017,1m004,lsc
NGC_1365,g,59990.109890, 6.837, 0.017,1m004,lsc
NGC_1365,g,59991.510565, 6.799, 0.017,1m011,coj
NGC_1365,g,59991.511225, 6.697, 0.017,1m011,coj
NGC_1365,g,59994.490631, 6.743, 0.016,1m003,coj
NGC_1365,g,59994.491292, 6.772, 0.016,1m003,coj
NGC_1365,g,59995.108049, 6.846, 0.015,1m005,lsc
NGC_1365,g,59995.108698, 6.804, 0.015,1m005,lsc
NGC_1365,g,59996.790281, 6.916, 0.016,1m010,cpt
NGC_1365,g,59996.790930, 6.925, 0.016,1m010,cpt
NGC_1365,g,59997.793856, 6.879, 0.015,1m012,cpt
NGC_1365,g,59997.794505, 6.940, 0.015,1m012,cpt
NGC_1365,g,59998.829964, 6.987, 0.016,1m013,cpt
NGC_1365,g,59998.830614, 6.919, 0.016,1m013,cpt
NGC_1365,g,59999.820868, 6.981, 0.016,1m013,cpt
NGC_1365,g,59999.821517, 7.032, 0.016,1m013,cpt
NGC_1365,g,60000.801346, 6.817, 0.015,1m012,cpt
NGC_1365,g,60000.801996, 6.830, 0.016,1m012,cpt
NGC_1365,g,60001.468359, 6.738, 0.017,1m011,coj
NGC_1365,g,60001.469019, 6.813, 0.017,1m011,coj
NGC_1365,g,60003.041578, 6.879, 0.016,1m009,lsc
NGC_1365,g,60003.042229, 7.204, 0.017,1m009,lsc
NGC_1365,g,60003.786472, 6.686, 0.017,1m010,cpt
NGC_1365,g,60003.787135, 6.751, 0.017,1m010,cpt
NGC_1365,g,60004.776453, 6.588, 0.038,1m013,cpt
NGC_1365,g,60004.777090, 6.616, 0.037,1m013,cpt
NGC_1365,g,60006.062292, 6.577, 0.018,1m005,lsc
NGC_1365,g,60006.062942, 6.615, 0.018,1m005,lsc
NGC_1365,g,60006.783304, 6.583, 0.064,1m010,cpt
NGC_1365,g,60006.783954, 6.705, 0.068,1m010,cpt
NGC_1365,g,60008.043784, 6.597, 0.017,1m005,lsc
NGC_1365,g,60008.044434, 6.561, 0.017,1m005,lsc
NGC_1365,g,60009.066134, 6.471, 0.020,1m005,lsc
NGC_1365,g,60009.066783, 6.512, 0.020,1m005,lsc
NGC_1365,g,60010.032753, 6.770, 0.022,1m004,lsc
NGC_1365,g,60010.033402, 6.719, 0.022,1m004,lsc
NGC_1365,g,60011.405127, 6.614, 0.019,1m011,coj
NGC_1365,g,60011.405787, 6.550, 0.019,1m011,coj
NGC_1365,g,60012.448041, 6.725, 0.021,1m011,coj
NGC_1365,g,60012.448697, 6.557, 0.020,1m011,coj
NGC_1365,g,60012.776718, 6.670, 0.017,1m013,cpt
NGC_1365,g,60012.777367, 6.666, 0.017,1m013,cpt
NGC_1365,g,60015.394869, 6.517, 0.016,1m003,coj
NGC_1365,g,60015.395542, 6.508, 0.016,1m003,coj
NGC_1365,g,60016.798946, 6.711, 0.015,1m012,cpt
NGC_1365,g,60016.799595, 6.672, 0.015,1m012,cpt
NGC_1365,g,60018.409942, 6.621, 0.016,1m011,coj
NGC_1365,g,60018.410602, 6.584, 0.016,1m011,coj
NGC_1365,g,60019.412970, 6.673, 0.016,1m011,coj
NGC_1365,g,60019.413632, 6.692, 0.016,1m011,coj
NGC_1365,g,60020.775564, 6.715, 0.016,1m010,cpt
NGC_1365,g,60020.776584, 6.745, 0.016,1m010,cpt
NGC_1365,g,60021.771735, 6.747, 0.020,1m010,cpt
NGC_1365,g,60021.772407, 6.957, 0.020,1m010,cpt
NGC_1365,g,60023.778368, 6.836, 0.020,1m013,cpt
NGC_1365,g,60023.778984, 6.680, 0.020,1m013,cpt
NGC_1365,g,60024.767693, 6.841, 0.016,1m012,cpt
NGC_1365,g,60024.768633, 6.862, 0.016,1m012,cpt
NGC_1365,g,60025.775373, 6.836, 0.063,1m010,cpt
NGC_1365,g,60027.009953, 6.755, 0.015,1m005,lsc
NGC_1365,g,60027.010603, 6.737, 0.015,1m005,lsc
NGC_1365,g,60028.017310, 7.078, 0.018,1m004,lsc
NGC_1365,g,60029.010863, 6.705, 0.015,1m009,lsc
NGC_1365,g,60029.011513, 6.800, 0.016,1m009,lsc
NGC_1365,g,60030.017499, 6.804, 0.018,1m004,lsc
NGC_1365,g,60030.018137, 6.995, 0.019,1m004,lsc
NGC_1365,g,60030.991513, 7.488, 0.020,1m004,lsc
NGC_1365,g,60030.992186, 7.529, 0.020,1m004,lsc
NGC_1365,g,60032.010050, 6.560, 0.016,1m005,lsc
NGC_1365,g,60032.010700, 6.635, 0.016,1m005,lsc
NGC_1365,g,60033.006517, 6.681, 0.018,1m004,lsc
NGC_1365,g,60033.007166, 6.703, 0.018,1m004,lsc
NGC_1365,g,60033.989013, 6.600, 0.017,1m005,lsc
NGC_1365,g,60033.989662, 6.634, 0.017,1m005,lsc
NGC_1365,g,60035.002870, 6.666, 0.019,1m004,lsc
NGC_1365,g,60035.003519, 6.576, 0.018,1m004,lsc
NGC_1365,g,60035.999883, 6.772, 0.018,1m009,lsc
NGC_1365,g,60036.000532, 6.593, 0.018,1m009,lsc
NGC_1365,g,60037.988321, 6.846, 0.044,1m004,lsc
NGC_1365,g,60037.988971, 6.731, 0.044,1m004,lsc
NGC_1365,g,60039.373932, 6.727, 0.028,1m011,coj
NGC_1365,g,60039.374593, 6.751, 0.033,1m011,coj
NGC_1365,g,60040.378202, 6.677, 0.027,1m003,coj
NGC_1365,g,60040.378864, 6.778, 0.027,1m003,coj
NGC_1365,g,60040.729328, 6.733, 0.023,1m012,cpt
NGC_1365,g,60040.729977, 6.718, 0.022,1m012,cpt
NGC_1365,g,60112.813356, 6.552, 0.017,1m011,coj
NGC_1365,g,60112.814028, 6.505, 0.017,1m011,coj
NGC_1365,g,60121.417255, 6.560, 0.014,1m005,lsc
NGC_1365,g,60121.417904, 6.521, 0.015,1m005,lsc
NGC_1365,g,60121.428265, 6.601, 0.014,1m005,lsc
NGC_1365,g,60121.428914, 6.555, 0.014,1m005,lsc
NGC_1365,V,59798.108742,11.589, 0.041,1m010,cpt
NGC_1365,V,59798.109391,11.484, 0.040,1m010,cpt
NGC_1365,V,59803.016332,11.543, 0.069,1m010,cpt
NGC_1365,V,59803.016993,11.588, 0.069,1m010,cpt
NGC_1365,V,59807.373773,15.779, 0.038,1m009,lsc
NGC_1365,V,59807.374422,16.539, 0.040,1m009,lsc
NGC_1365,V,59813.114045,11.576, 0.037,1m010,cpt
NGC_1365,V,59813.114694,11.548, 0.037,1m010,cpt
NGC_1365,V,59817.760720,11.259, 0.024,1m003,coj
NGC_1365,V,59817.761380,11.427, 0.025,1m003,coj
NGC_1365,V,59824.027904,11.566, 0.048,1m012,cpt
NGC_1365,V,59824.028553,11.516, 0.047,1m012,cpt
NGC_1365,V,59828.196897,11.544, 0.032,1m004,lsc
NGC_1365,V,59828.197546,11.578, 0.032,1m004,lsc
NGC_1365,V,59828.704858,12.931, 0.031,1m003,coj
NGC_1365,V,59828.705508,12.275, 0.029,1m003,coj
NGC_1365,V,59829.939010,11.662, 0.054,1m010,cpt
NGC_1365,V,59829.939659,11.541, 0.054,1m010,cpt
NGC_1365,V,59830.941755,11.511, 0.062,1m010,cpt
NGC_1365,V,59830.942404,11.576, 0.063,1m010,cpt
NGC_1365,V,59831.987050,11.388, 0.061,1m010,cpt
NGC_1365,V,59831.987700,11.538, 0.061,1m010,cpt
NGC_1365,V,59832.929423,12.008, 0.089,1m010,cpt
NGC_1365,V,59832.930072,11.734, 0.087,1m010,cpt
NGC_1365,V,59834.172959,11.449, 0.051,1m001,tfn
NGC_1365,V,59834.173620,11.402, 0.051,1m001,tfn
NGC_1365,V,59834.988905,11.160, 0.052,1m010,cpt
NGC_1365,V,59834.989555,11.280, 0.053,1m010,cpt
NGC_1365,V,59835.959196,11.103, 0.053,1m012,cpt
NGC_1365,V,59835.959834,11.203, 0.053,1m012,cpt
NGC_1365,V,59837.001097,11.081, 0.052,1m013,cpt
NGC_1365,V,59837.001746,11.099, 0.046,1m013,cpt
NGC_1365,V,59838.042564,11.202, 0.047,1m012,cpt
NGC_1365,V,59838.043203,11.299, 0.046,1m012,cpt
NGC_1365,V,59839.084452,11.138, 0.043,1m013,cpt
NGC_1365,V,59839.085101,11.170, 0.043,1m013,cpt
NGC_1365,V,59841.171579,11.080, 0.027,1m009,lsc
NGC_1365,V,59841.172228,11.245, 0.028,1m009,lsc
NGC_1365,V,59842.902284,11.278, 0.040,1m013,cpt
NGC_1365,V,59842.902933,11.336, 0.040,1m013,cpt
NGC_1365,V,59843.279515,11.379, 0.025,1m009,lsc
NGC_1365,V,59843.280165,11.422, 0.025,1m009,lsc
NGC_1365,V,59844.291508,11.306, 0.026,1m005,lsc
NGC_1365,V,59844.292160,11.273, 0.026,1m005,lsc
NGC_1365,V,59845.331455,11.493, 0.025,1m009,lsc
NGC_1365,V,59845.332094,11.319, 0.025,1m009,lsc
NGC_1365,V,59846.348053,11.392, 0.028,1m004,lsc
NGC_1365,V,59846.348702,11.383, 0.028,1m004,lsc
NGC_1365,V,59848.157280,11.234, 0.027,1m005,lsc
NGC_1365,V,59848.157918,11.231, 0.028,1m005,lsc
NGC_1365,V,59848.901260,11.341, 0.040,1m013,cpt
NGC_1365,V,59848.901897,11.273, 0.040,1m013,cpt
NGC_1365,V,59850.880297,11.523, 0.040,1m013,cpt
NGC_1365,V,59850.880946,11.511, 0.040,1m013,cpt
NGC_1365,V,59852.164933,12.133, 0.069,1m001,tfn
NGC_1365,V,59852.165577,11.861, 0.069,1m001,tfn
NGC_1365,V,59852.874839,11.676, 0.041,1m013,cpt
NGC_1365,V,59852.875488,11.662, 0.041,1m013,cpt
NGC_1365,V,59853.872140,11.658, 0.041,1m013,cpt
NGC_1365,V,59853.872789,11.616, 0.041,1m013,cpt
NGC_1365,V,59854.682508,11.463, 0.025,1m011,coj
NGC_1365,V,59854.683169,11.419, 0.025,1m011,coj
NGC_1365,V,59855.729866,11.364, 0.024,1m003,coj
NGC_1365,V,59855.730515,11.393, 0.025,1m003,coj
NGC_1365,V,59856.863872,11.299, 0.052,1m012,cpt
NGC_1365,V,59856.864510,11.359, 0.052,1m012,cpt
NGC_1365,V,59857.883145,11.171, 0.046,1m010,cpt
NGC_1365,V,59857.883795,11.203, 0.047,1m010,cpt
NGC_1365,V,59858.974158,10.743, 0.242,1m012,cpt
NGC_1365,V,59858.974807,11.082, 0.113,1m012,cpt
NGC_1365,V,59859.879134,11.452, 0.061,1m010,cpt
NGC_1365,V,59859.879783,11.248, 0.060,1m010,cpt
NGC_1365,V,59860.929896,11.341, 0.056,1m013,cpt
NGC_1365,V,59860.930545,11.233, 0.056,1m013,cpt
NGC_1365,V,59863.093963,11.016, 0.049,1m014,tfn
NGC_1365,V,59863.094612,10.935, 0.049,1m014,tfn
NGC_1365,V,59864.091158,10.867, 0.048,1m014,tfn
NGC_1365,V,59864.091807,10.967, 0.048,1m014,tfn
NGC_1365,V,59865.191739,11.006, 0.028,1m005,lsc
NGC_1365,V,59865.192388,11.108, 0.029,1m005,lsc
NGC_1365,V,59866.651978,10.883, 0.025,1m011,coj
NGC_1365,V,59866.652628,10.868, 0.025,1m011,coj
NGC_1365,V,59867.643834,12.234, 0.032,1m011,coj
NGC_1365,V,59868.270424,11.143, 0.026,1m005,lsc
NGC_1365,V,59868.271073,11.129, 0.026,1m005,lsc
NGC_1365,V,59869.305164,10.986, 0.026,1m005,lsc
NGC_1365,V,59869.305813,11.204, 0.026,1m005,lsc
NGC_1365,V,59871.119805,11.116, 0.026,1m005,lsc
NGC_1365,V,59871.120454,11.147, 0.026,1m005,lsc
NGC_1365,V,59872.090056,11.143, 0.040,1m013,cpt
NGC_1365,V,59872.090705,11.069, 0.040,1m013,cpt
NGC_1365,V,59873.257179,11.077, 0.025,1m005,lsc
NGC_1365,V,59873.257828,11.178, 0.025,1m005,lsc
NGC_1365,V,59873.916979,10.940, 0.043,1m012,cpt
NGC_1365,V,59873.917630,11.059, 0.043,1m012,cpt
NGC_1365,V,59875.106019,11.108, 0.031,1m014,tfn
NGC_1365,V,59875.106668,11.131, 0.032,1m014,tfn
NGC_1365,V,59876.047206,11.104, 0.048,1m012,cpt
NGC_1365,V,59876.047867,11.272, 0.049,1m012,cpt
NGC_1365,V,59877.038963,11.311, 0.052,1m010,cpt
NGC_1365,V,59877.039613,11.184, 0.051,1m010,cpt
NGC_1365,V,59879.026098,11.168, 0.038,1m013,cpt
NGC_1365,V,59879.026735,11.153, 0.038,1m013,cpt
NGC_1365,V,59880.608264,11.050, 0.024,1m011,coj
NGC_1365,V,59880.608913,11.047, 0.024,1m011,coj
NGC_1365,V,59881.446179,11.127, 0.026,1m011,coj
NGC_1365,V,59881.446830,11.159, 0.026,1m011,coj
NGC_1365,V,59885.678023,10.995, 0.024,1m011,coj
NGC_1365,V,59885.678673,11.146, 0.025,1m011,coj
NGC_1365,V,59887.115511,16.340, 0.037,1m009,lsc
NGC_1365,V,59887.116160,15.828, 0.036,1m009,lsc
NGC_1365,V,59888.740230,10.795, 0.025,1m011,coj
NGC_1365,V,59888.740880,10.864, 0.025,1m011,coj
NGC_1365,V,59889.044974,15.098, 0.045,1m009,lsc
NGC_1365,V,59889.045635,16.231, 0.045,1m009,lsc
NGC_1365,V,59890.154397,11.147, 0.030,1m009,lsc
NGC_1365,V,59890.155046,11.034, 0.034,1m009,lsc
NGC_1365,V,59891.130590,16.162, 0.053,1m009,lsc
NGC_1365,V,59891.131233,15.361, 0.046,1m009,lsc
NGC_1365,V,59892.240211,11.103, 0.033,1m004,lsc
NGC_1365,V,59892.240861,11.114, 0.036,1m004,lsc
NGC_1365,V,59893.306479,10.930, 0.031,1m009,lsc
NGC_1365,V,59893.307128,10.937, 0.031,1m009,lsc
NGC_1365,V,59894.320379,10.267, 0.218,1m005,lsc
NGC_1365,V,59894.321028,10.924, 0.175,1m005,lsc
NGC_1365,V,59897.238924,11.134, 0.023,1m009,lsc
NGC_1365,V,59897.239561,11.000, 0.023,1m009,lsc
NGC_1365,V,59897.584830,10.951, 0.024,1m011,coj
NGC_1365,V,59897.585490,10.933, 0.024,1m011,coj
NGC_1365,V,59898.547876,10.914, 0.025,1m011,coj
NGC_1365,V,59898.548525,10.906, 0.025,1m011,coj
NGC_1365,V,59899.279265,11.027, 0.024,1m004,lsc
NGC_1365,V,59899.279905,11.153, 0.024,1m004,lsc
NGC_1365,V,59899.633671,10.856, 0.024,1m003,coj
NGC_1365,V,59899.634332,10.823, 0.024,1m003,coj
NGC_1365,V,59900.989717,10.721, 0.033,1m014,tfn
NGC_1365,V,59900.990366,10.750, 0.033,1m014,tfn
NGC_1365,V,59902.187551,11.029, 0.023,1m005,lsc
NGC_1365,V,59902.188200,10.882, 0.023,1m005,lsc
NGC_1365,V,59903.323952,11.057, 0.023,1m009,lsc
NGC_1365,V,59903.324611,10.998, 0.023,1m009,lsc
NGC_1365,V,59904.104918,10.993, 0.024,1m004,lsc
NGC_1365,V,59904.105567,11.002, 0.024,1m004,lsc
NGC_1365,V,59905.513418,10.915, 0.045,1m003,coj
NGC_1365,V,59905.514068,10.913, 0.038,1m003,coj
NGC_1365,V,59906.642863,10.915, 0.024,1m011,coj
NGC_1365,V,59906.643523,10.787, 0.024,1m011,coj
NGC_1365,V,59907.344730,18.218, 0.041,1m009,lsc
NGC_1365,V,59907.345379,15.440, 0.034,1m009,lsc
NGC_1365,V,59908.330856,10.949, 0.026,1m004,lsc
NGC_1365,V,59908.331518,10.918, 0.026,1m004,lsc
NGC_1365,V,59909.339751,10.937, 0.026,1m004,lsc
NGC_1365,V,59909.340389,11.001, 0.026,1m004,lsc
NGC_1365,V,59910.312921,11.027, 0.025,1m004,lsc
NGC_1365,V,59910.313570,11.055, 0.025,1m004,lsc
NGC_1365,V,59911.466117,10.818, 0.024,1m011,coj
NGC_1365,V,59911.466766,10.982, 0.024,1m011,coj
NGC_1365,V,59912.424236,11.656, 0.027,1m011,coj
NGC_1365,V,59912.424897,11.170, 0.027,1m011,coj
NGC_1365,V,59913.001360,10.817, 0.043,1m012,cpt
NGC_1365,V,59913.001998,10.965, 0.044,1m012,cpt
NGC_1365,V,59914.659801,11.682, 0.028,1m011,coj
NGC_1365,V,59914.660462,11.418, 0.027,1m011,coj
NGC_1365,V,59915.082818,11.034, 0.026,1m004,lsc
NGC_1365,V,59915.083455,11.036, 0.026,1m004,lsc
NGC_1365,V,59916.177708,11.133, 0.024,1m009,lsc
NGC_1365,V,59916.178346,13.994, 0.031,1m009,lsc
NGC_1365,V,59917.823704,11.105, 0.055,1m012,cpt
NGC_1365,V,59917.824341,10.974, 0.054,1m012,cpt
NGC_1365,V,59918.171430,11.234, 0.027,1m004,lsc
NGC_1365,V,59918.172079,11.146, 0.027,1m004,lsc
NGC_1365,V,59920.029689,11.264, 0.057,1m010,cpt
NGC_1365,V,59920.030339,11.363, 0.058,1m010,cpt
NGC_1365,V,59921.167327,11.254, 0.029,1m005,lsc
NGC_1365,V,59921.167976,11.163, 0.029,1m005,lsc
NGC_1365,V,59922.038560,11.356, 0.027,1m005,lsc
NGC_1365,V,59922.039209,11.468, 0.027,1m005,lsc
NGC_1365,V,59922.926099,11.280, 0.048,1m010,cpt
NGC_1365,V,59922.926748,11.352, 0.048,1m010,cpt
NGC_1365,V,59924.156521,11.165, 0.026,1m004,lsc
NGC_1365,V,59924.157170,11.230, 0.026,1m004,lsc
NGC_1365,V,59926.286833,11.203, 0.027,1m004,lsc
NGC_1365,V,59926.287474,11.170, 0.027,1m004,lsc
NGC_1365,V,59927.470173,11.060, 0.024,1m003,coj
NGC_1365,V,59927.470822,11.139, 0.024,1m003,coj
NGC_1365,V,59928.522825,10.911, 0.024,1m011,coj
NGC_1365,V,59928.523486,10.948, 0.024,1m011,coj
NGC_1365,V,59929.535317,11.002, 0.025,1m011,coj
NGC_1365,V,59929.535966,10.924, 0.025,1m011,coj
NGC_1365,V,59930.598000,10.891, 0.025,1m011,coj
NGC_1365,V,59930.598663,10.911, 0.025,1m011,coj
NGC_1365,V,59931.095428,11.204, 0.022,1m009,lsc
NGC_1365,V,59931.096077,11.225, 0.022,1m009,lsc
NGC_1365,V,59931.905146,10.961, 0.041,1m014,tfn
NGC_1365,V,59933.088672,11.148, 0.023,1m009,lsc
NGC_1365,V,59933.089314,11.124, 0.023,1m009,lsc
NGC_1365,V,59933.904166,10.959, 0.033,1m014,tfn
NGC_1365,V,59933.904826,10.847, 0.032,1m014,tfn
NGC_1365,V,59934.957605,11.118, 0.041,1m010,cpt
NGC_1365,V,59934.958243,11.146, 0.041,1m010,cpt
NGC_1365,V,59936.106991,10.923, 0.023,1m005,lsc
NGC_1365,V,59936.107641,10.949, 0.023,1m005,lsc
NGC_1365,V,59937.880369,10.669, 0.111,1m012,cpt
NGC_1365,V,59937.881018,10.519, 0.108,1m012,cpt
NGC_1365,V,59938.142882,11.052, 0.024,1m004,lsc
NGC_1365,V,59938.143519,10.972, 0.024,1m004,lsc
NGC_1365,V,59939.931019,11.096, 0.041,1m010,cpt
NGC_1365,V,59939.931668,11.113, 0.041,1m010,cpt
NGC_1365,V,59940.876521,10.836, 0.043,1m012,cpt
NGC_1365,V,59940.877170,10.783, 0.043,1m012,cpt
NGC_1365,V,59941.959323,10.785, 0.044,1m012,cpt
NGC_1365,V,59941.959972,10.629, 0.044,1m012,cpt
NGC_1365,V,59942.884021,11.321, 0.052,1m012,cpt
NGC_1365,V,59942.884670,11.446, 0.052,1m012,cpt
NGC_1365,V,59944.130357,10.841, 0.024,1m009,lsc
NGC_1365,V,59944.131007,10.954, 0.025,1m009,lsc
NGC_1365,V,59944.467535,10.751, 0.026,1m003,coj
NGC_1365,V,59944.468207,10.801, 0.026,1m003,coj
NGC_1365,V,59945.488032,10.683, 0.026,1m003,coj
NGC_1365,V,59945.488682,10.698, 0.026,1m003,coj
NGC_1365,V,59946.894329,10.714, 0.050,1m012,cpt
NGC_1365,V,59946.894978,10.704, 0.050,1m012,cpt
NGC_1365,V,59947.478602,10.802, 0.027,1m011,coj
NGC_1365,V,59947.479263,10.744, 0.027,1m011,coj
NGC_1365,V,59948.507150,10.846, 0.027,1m003,coj
NGC_1365,V,59948.507810,10.845, 0.027,1m003,coj
NGC_1365,V,59950.087530,11.041, 0.030,1m004,lsc
NGC_1365,V,59950.088191,11.282, 0.031,1m004,lsc
